Title;Year;Director
Out of the Shadows 2017;
Capture 2017;
Blood Sisters 2017;
Marlina the Murderer in Four Acts 2017;
Zilla and Zoe 2017;
M'xico B'rbaro II 2017;
13 Dolls In Darkness 2017;
Fetish Factory 2017;
The Keeping Hours 2017;
Inside: A Chinese Horror Story 2017;
Paranoia Tapes 2017;
Friendly Beast 2017;
Let the Corpses Tan 2017;
The Cutlass 2017;
Mary Shelley 2017;
12:06 Rumah Kucing 2017;
The Ice Cream Truck 2017;
The Decayed 2017;
Woodshock 2017;
Salvation 2017;
The Changeover 2017;
Hotel Inferno 2: The Cathedral of Pain 2017;
The Sound 2017;
Devotion 2017;
Corruptor 2017;
Terror in Woods Creek 2017;
Clementina 2017;
Dark Web 2017;
She Was So Pretty: Be Good For Goodness Sake 2017;
The Watcher in the Woods 2017;
Doll Murder Spree 2017;
Tearful Surrender 2017;
Undress Me 2017;
Catcalls 2017;
Black Friday 2017;
Lost Gully Road 2017;
The Viper's Hex 2017;
Bestia 2017;
Darken 2017;
An Accidental Zombie (Named Ted) 2017;
60 Seconds to Die 2017;
Dawning of the Dead 2017;
The Doll 2017;
Weird Stories 2017;
Dark Sunrise 2018;
An Ending 2018;
The Open House 2018;
Clara's Ghost 2018;
3 mukhi 2018;
Hair Wolf 2018;
Nancy 2018;
Holiday 2018;
Pumpkins 2018;
Summer of 84 2018;
At The End Of The Tunnel 2018;
Level 16 2018;
The Field Guide to Evil 2018;
Dead by Midnight (11PM Central) 2018;
All the Creatures Were Stirring 2018;
Don't Look 2018;
Painkillers 2018;
10x10 2018;
Marla Mae 2018;
Little Woods 2018;
Braid 2018;
At The Door 2018;
The Secret: Suster Ngesot Urban Legend 2018;
Rust Creek 2018;
Manos Returns 2018;
A Taste of Phobia 2018;
Fugue 2018;
The Devil's Doorway 2018;
Livescream 2018;
Blood Vow 2018;
Skintight 2018;
Ouija Seance: The Final Game 2018;
Lucy's Tale 2018;
The Darkest Minds 2018;
Sunset Society 2018;
Lefty Lucy 2018;
Dark, Deadly & Dreadful 2018;
3 2018;
Fausto 2018;
Santa Jaws 2018;
Charlie Says 2018;
Edge of the Knife 2018;
Ever After 2018;
Jessica Forever 2018;
High Life 2018;
The Father's Shadow 2018;
We Have Always Lived in the Castle 2018;
Ladyworld 2018;
Head Count 2018;
The Eyeslicer Halloween Special 2018;
Arwah Tumbal Nyai: Part Arwah 2018;
Dark House: The Legend Of Dark House 2018;
Bride of Scarecrow 2018;
Animas 2018;
Bugs: A Trilogy 2018;
Maggie May 2018;
Draug 2018;
Go Home 2018;
Killer High 2018;
Curse of the Scarecrow 2018;
Jaga Pocong 2018;
60 Seconds 2 Die: 60 Seconds to Die 2 2018;
3:15 am 2018;
The Wrath 2018;
30 Miles from Nowhere 2018;
Arwah Tumbal Nyai: Part Nyai 2018;
Escaping the Madhouse: The Nellie Bly Story 2019;
The Haunting of the Suicide House 2019;
School-Live! 2019;
Paradise Hills 2019;
Them That Follow 2019;
The Children of the Dead 2019;
Body at Brighton Rock 2019;
Tito 2019;
Tales from the Lodge 2019;
Extra Ordinary 2019;
Clickbait 2019;
Blood Of The Mummy 2019;
Pet Graveyard 2019;
Stray 2019;
Mass Hysteria 2019;
Blow the Man Down 2019;
Swallow 2019;
Tooth Fairy 2019;
Atlantics 2019;
MalamJumat the Movie 2019;
Little Joe 2019;
Deadcon 2019;
Dark Place 2019;
Diner 2019;
Carmilla 2019;
The Deeper You Dig 2019;
Under Your Bed 2019;
Dead Dicks 2019;
Shevenge 2019;
Instinct 2019;
Makmum 2019;
Rock, Paper and Scissors 2019;
Pelican Blood 2019;
Dark Whispers - Volume 1 2019;
K-12 2019;
Sea Fever 2019;
Pure 2019;
Zana 2019;
Spirit Animal 2019;
She Never Died 2019;
Diablo Rojo PTY 2019;
Widow's Walk 2019;
Darkness 2019;
Puppet Killer 2019;
Lake of Death 2019;
Scarecrow's Revenge 2019;
The Returned 2019;
Ballet Blanc 2019;
Bed Number 6 2019;
My Girlfriend is a Serial Killer 2019;
Bad Impulse 2019;
Terminal Station 2019;
The Mermaid's Curse 2019;
Little Necro Red 2019;
Ghost Stories 2020;
Virtual Death Match 2020;
The Truth Will Out 2020;
Wonder Valley 2020;
The Sinners 2020;
Cannibal Hookers 2020;
I Know When You Are Going to Die 2020;
M.O.M. Mothers of Monsters 2020;
Before the Fire 2020;
Lucky 2020;
Darkness Waits 2020;
Doll House 2020;
The Source of Shadows 2020;
Lingering 2020;
The Furies 2020;
Separation 2020;
The Pandemic Anthology 2020;
Murder Manual 2020;
The Candy Witch 2020;
Revenge Ride 2020;
Return of the Tooth Fairy 2020;
Vampire Dad 2020;
Bulbbul 2020;
The Curse of Hobbes House 2020;
Whispering Corridors 6: The Humming 2020;
Coven 2020;
A Deadly Legend 2020;
Midnight Devils 2020;
Bad Nun: Deadly Vows 2020;
Slaxx 2020;
Unearth 2020;
Don't Click 2020;
The Exorcism in Amarillo 2020;
Quarantine Girl 2020;
Shadow in the Cloud 2020;
Desire Path 2020;
Through the Glass Darkly 2020;
The Curse of Willow Song 2020;
Bloomfield 2020;
Witches Of Amityville 2020;
A Nightmare Wakes 2020;
Abortifacient 2020;
Darkness in Tenement 45 2020;
The Last Exorcist 2020;
Haunting of the Mary Celeste 2020;
The Craft: Legacy 2020;
Shall We Play? 2020;
Kaali Khuhi 2020;
Bad Candy 2020;
Casting Couch Slaughter 2020;
Sweet Taste of Souls 2020;
The Leprechaun's Game 2020;
A Place Among the Dead 2020;
13 Slays Till X-mas 2020;
Hotel Inferno 3: The Castle of Screams 2020;
Arwah Tumbal Nyai: Part Tumbal 2020;
Heks 2020;
The Unlit 2020;
Letters to Satan Claus 2020;
The Child Who Would Not Come 2021;
Knocking 2021;
The Mad Hatter 2021;
The Blazing World 2021;
The Expected 2021;
Central Park Dark 2021;
Fear of Rain 2021;
Shook 2021;
Phobias 2021;
Strix 2021;
Slashlorette Party 2021;
Alien Whispers 2021;
The Scary of Sixty-First 2021;
Bats 2021;
Red Pill 2021;
Assistant 2021;
Witch Hunt 2021;
Here Before 2021;
Rise of the Mummy 2021;
Howl 2021;
The Power 2021;
Symbolicus Vol.1 2021;
Things Heard & Seen 2021;
Scare Us 2021;
Cannibal Troll 2021;
The House of Snails 2021;
Hatched 2021;
Show Me the Ghost 2021;
Medusa 2021;
Fisher 2021;
Custodes 2021;
I Live Alone 2021;
A Dark Foe 2021;
Doctor Carver 2021;
Ghosting Gloria 2021;
Holy Emy 2021;
Blue_Whale 2021;
Martyrs Lane 2021;
Take Back the Night 2021;
Spoken 2021;
Isolation 2021;
The Retaliators 2021;
Mystery Spot 2021;
Tooth Fairy: The Last Extraction 2021;
Obsidian 2021;
Good Madam 2021;
Psycho Intern 2021;
Silent Night 2021;
Hell is Empty 2021;
Fever Dream 2021;
Alone with You 2021;
White Girl Apokalypse 2021;
Welcome to Hell 2021;
Hompimpa 2021;
So Vam 2021;
My Cherry Pie 2021;
El Amarre 2021;
Frank 2021;
Hypnotic 2021;
Haunted Trail 2021;
Horror Noire 2021;
Planet Dune 2021;
The Leprechaun's Curse 2021;
The Accursed 2021;
The Devil's Tail 2021;
Apparitions 2021;
Rucker 2022;
Bite Night 2022;
The House 2022;
Honeycomb 2022;
Watcher 2022;
Nanny 2022;
Immanence 2022;
Exorcist Vengeance 2022;
Student Body 2022;
60 Seconds to Live 2022;
The Privilege 2022;
Flee the Light 2022;
Agatha 2022;
Beneath the Surface 2022;
Deep Hatred 2022;
Deadstream 2022;
Sissy 2022;
Mandrake 2022;
Soft & Quiet 2022;
Raquel 1:1 2022;
Slash/Back 2022;
Cold Wind Blowing 2022;
Manifest Evil 2022;
Umma 2022;
Films Confiscated from a French Brothel 2022;
Night's End 2022;
Follow Her 2022;
Reign of Chaos 2022;
Dead by Midnight (Y2Kill) 2022;
Torn Hearts 2022;
Zomblogalypse 2022;
Obstacle Corpse 2022;
Compulsus 2022;
V for Vengeance 2022;
Huesera: The Bone Woman 2022;
Next Exit 2022;
Erzulie 2022;
Mid-Century 2022;
The Ones You Didn't Burn 2022;
Tow 2022;
Tooth Fairy: Queen of Pain 2022;
Polaris 2022;
Glorious 2022;
W 2022;
Nightsiren 2022;
Shark Side of the Moon 2022;
Bad Girl Boogey 2022;
The Invitation 2022;
Jane 2022;
York Witches Society 2022;
Sorry About the Demon 2022;
The Once and Future Smash 2022;
Fixation 2022;
73 Minutes 2022;
Jikirag 2022;
Don't Worry Darling 2022;
The Bad Seed Returns 2022;
Baby Ruby 2022;
V/H/S/99 2022;
Pterodactyl 2022;
Spoonful of Sugar 2022;
Satanic Hispanics 2022;
Bring It On: Cheer Or Die 2022;
Mother Superior: Dweller of the Threshold 2022;
Queer for Fear: The History of Queer Horror 2022;
Demonic Plastic Surgeon, M D 2022;
Cursed Friends 2022;
Nightmare 2022;
Sinphony: A Clubhouse Horror Anthology 2022;
Tooth Fairy: Drill to Kill 2022;
The Zompocalypse Therapy Sessions 2022;
Fear Falls 2022;
The Outside 2022;
Dreams in the Witch House 2022;
The Murmuring 2022;
A Party to Die For 2022;
Bathtub Shark Attack 2022;
Bloody Mary Returns 2022;
Nutcracker Massacre 2022;
Sorority Babes in the Slimeball Bowl-O-Rama 2 2022;
Bed Rest 2022;
Dr. Gift 2022;
The Apology 2022;
Scare Package II: Rad Chad's Revenge 2022;
Fat Fleshy Fingers 2023;
There's Something Wrong with the Children 2023;
Run Rabbit Run 2023;
Birth/Rebirth 2023;
My Animal 2023;
Cocaine Bear 2023;
Perpetrator 2023;
Perjanjian Gaib 2023;
The Wrath of Becky 2023;
Tulah 6/13 2023;
T Blockers 2023;
Handling the Undead 2023;
Five Nights at Freddy's;
Nightbitch;
Time Cut;
V/H/S/85;
Pigman;
Legend of the Lizard Man;
Malignant Man;
Black Pills;
Fukt;
